person,modelo_mas_visitado,region_persona,pais,evento_predominante_mes_5,semana_mas_interactuante,device_type,channel_frecuente
5d3db10a,iPhone 6S,Para,Brazil,viewed product,Fourth,Computer,Organic
4d89fd5b,iPhone 6,Minas Gerais,Brazil,searched products,Fourth,Smartphone,Organic
660b5c48,Samsung Galaxy A7 2017,Unknown,Unknown,viewed product,Fourth,Smartphone,Paid
d17830f2,iPhone 6,Unknown,Brazil,viewed product,Fourth,Computer,Paid
40dea795,iPhone 7,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
3f778dc5,iPhone SE,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
dfcff771,iPhone 7 Plus,Para,Brazil,searched products,Fourth,Smartphone,Organic
420bd7c9,iPhone 6S Plus,Goias,Brazil,ad campaign hit,Fourth,Smartphone,Paid
6c9d73a2,iPad Mini Wi-Fi + 4G,Sao Paulo,Brazil,viewed product,Third,Smartphone,Direct
6f56f94b,iPhone 6,Rio Grande do Norte,Brazil,viewed product,Fourth,Smartphone,Paid
ca5310e7,Samsung Galaxy S6 Flat,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Organic
7ae4e8fb,Samsung Galaxy S7 Edge,Unknown,Brazil,viewed product,Fourth,Computer,Organic
675369bc,iPhone 6,Unknown,Brazil,viewed product,Fourth,Computer,Paid
a832f5d7,Samsung Galaxy A9 Pro 2016,Bahia,Brazil,viewed product,Second,Computer,Paid
ce6f583a,iPhone 6,Minas Gerais,Brazil,search engine hit,Fourth,Computer,Organic
de56c91a,Samsung Galaxy J5,Ceara,Brazil,searched products,Fourth,Computer,Paid
f94d7827,Samsung Galaxy S5 Mini Duos,Unknown,Brazil,ad campaign hit,Fourth,Smartphone,Paid
9e1f6ea6,Samsung Galaxy S5 Mini,Santa Catarina,Brazil,viewed product,Fourth,Computer,Paid
00b9f49d,Samsung Galaxy S8,Bahia,Brazil,visited site,Fourth,Smartphone,Paid
6d4292b2,Motorola Moto G2 4G Dual,Unknown,Brazil,ad campaign hit,Fourth,Smartphone,Paid
54d7250c,LG L Prime D337,Bahia,Brazil,viewed product,Fourth,Computer,Direct
15776197,iPhone SE,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Organic
255bff68,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Referral
158ac2d9,iPhone 6,Unknown,Brazil,ad campaign hit,Fourth,Computer,Paid
f29b4ee8,Samsung Galaxy A5 2016,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
ec1008d0,LG K8,Bahia,Brazil,viewed product,Fourth,Computer,Paid
30b411d7,iPhone 6S Plus,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
fdec8ff1,iPhone 5s,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
9598c705,iPhone 5s,Sao Paulo,Brazil,viewed product,Fifth,Computer,Direct
8fb0ad00,iPhone X,Unknown,Brazil,search engine hit,Fourth,Computer,Paid
d4b45bc8,iPhone 6,Parana,Brazil,viewed product,Fourth,Computer,Paid
30a9e399,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
083b8be7,Lenovo Vibe A7010 Dual Chip,Maranhao,Brazil,visited site,Fourth,Smartphone,Referral
6c01e138,Samsung Galaxy S5,Unknown,Cameroon,viewed product,Fourth,Computer,Paid
bc35fa46,Samsung Galaxy J7 Prime,Sergipe,Brazil,viewed product,Fourth,Computer,Paid
cb85b8eb,iPhone 5s,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
3f3c4e8a,iPhone 7,Tocantins,Brazil,viewed product,Fourth,Computer,Paid
cd0d786b,Motorola Moto Z2 Play,Sao Paulo,Brazil,checkout,Fourth,Smartphone,Paid
c2be66b5,Samsung Galaxy S6 Edge,Rio de Janeiro,Brazil,visited site,Fourth,Smartphone,Paid
7d8f7980,Samsung Galaxy S8,Minas Gerais,Brazil,visited site,Fourth,Smartphone,Paid
21a1db6e,iPhone 6,Unknown,Brazil,viewed product,Third,Smartphone,Organic
884a60a8,iPhone 7,Unknown,Brazil,viewed product,Fourth,Smartphone,Direct
e80f4984,Motorola Moto X Play 4G Dual,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Direct
6bf7d423,Samsung Galaxy Tab E 7 Wi-Fi,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
a8f70ec2,Motorola Moto G5 ,Unknown,Brazil,brand listing,Fourth,Computer,Paid
f16bce2b,iPhone 5s,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
c10a2db1,Motorola Moto Z2 Play,Piaui,Brazil,viewed product,Fourth,Computer,Paid
2b31ea60,Samsung Galaxy J1 2016,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
e72a9e52,iPhone 6,Sao Paulo,Brazil,searched products,Fourth,Smartphone,Paid
2d656991,Sony Xperia Z2,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
77fd9f5c,Samsung Galaxy S6 Edge Plus,Sao Paulo,Brazil,visited site,Fourth,Computer,Paid
b9aba22c,iPhone 6S,Rio Grande do Sul,Brazil,viewed product,Fourth,Smartphone,Referral
629d415f,Motorola Moto G5 ,Minas Gerais,Brazil,visited site,Fourth,Computer,Paid
78ee3cc7,Samsung Galaxy J5,Santa Catarina,Brazil,viewed product,Fourth,Computer,Paid
0a5674e3,Samsung Galaxy Note 5,Maranhao,Brazil,viewed product,Third,Computer,Paid
4456da5e,Samsung Galaxy S6 Edge Plus,Sao Paulo,Brazil,ad campaign hit,Third,Smartphone,Paid
a0105d92,iPhone 6 Plus,Sao Paulo,Brazil,viewed product,First,Computer,Direct
0699cd95,iPhone 6S,Bahia,Brazil,viewed product,Second,Computer,Paid
5cb9e16d,Samsung Galaxy S3 i9300,Unknown,Unknown,brand listing,First,Smartphone,Organic
2a67d732,iPhone 7,Unknown,Brazil,viewed product,First,Computer,Paid
f9be2303,iPhone 7,Sao Paulo,Brazil,brand listing,Second,Computer,Paid
9fbc9d91,Samsung Galaxy A7 2017,Rio de Janeiro,Brazil,visited site,Second,Computer,Paid
e3cde9dc,Lenovo Vibe K5,Piaui,Brazil,viewed product,Fifth,Computer,Organic
ac018225,iPhone 6S,Unknown,Brazil,search engine hit,First,Computer,Paid
5a6e939b,0,0,0,visited site,First,Smartphone,Paid
5e5b61c6,iPhone 6,Sao Paulo,Brazil,viewed product,First,Smartphone,Organic
72777f01,iPhone 6,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
c574cf99,Samsung Galaxy J7,Sao Paulo,Brazil,searched products,First,Computer,Paid
81f8460e,iPhone 7,Unknown,Brazil,viewed product,Fifth,Computer,Direct
e2606e18,iPhone SE,Unknown,Brazil,viewed product,First,Smartphone,Organic
7efac81f,iPhone 5,Para,Brazil,ad campaign hit,First,Smartphone,Paid
5e6a7331,Motorola Moto X2,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
1539fb57,Motorola Moto G5 Plus,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
c5062a12,Samsung Galaxy S8,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Direct
b40bcb6b,iPhone 5s,Rio Grande do Sul,Brazil,viewed product,First,Computer,Direct
3cd945fa,iPhone 6S,Rio de Janeiro,Brazil,viewed product,First,Smartphone,Paid
c95d1acc,iPhone 6,Espirito Santo,Brazil,viewed product,Fourth,Smartphone,Direct
b620df7d,Samsung Galaxy S4 i9505,Parana,Brazil,viewed product,Fourth,Smartphone,Organic
3d0c2866,iPhone 6,Sao Paulo,Brazil,viewed product,Third,Smartphone,Organic
4b347071,Motorola Moto X Style,Minas Gerais,Brazil,viewed product,Fourth,Computer,Direct
f77e8524,Motorola Moto X2,Bahia,Brazil,viewed product,First,Computer,Organic
ae6376bf,Samsung Galaxy S7,Alagoas,Brazil,ad campaign hit,First,Smartphone,Paid
67b36ab4,iPhone 6,Ceara,Brazil,visited site,Fourth,Smartphone,Paid
df1abc8f,iPhone 7,Sao Paulo,Brazil,viewed product,First,Smartphone,Organic
3021defd,iPhone 7,Rio de Janeiro,Brazil,brand listing,Fourth,Computer,Organic
31d86b5b,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
d1f181f8,Samsung Galaxy S7,Sao Paulo,Brazil,visited site,Fourth,Computer,Paid
9b3c2ac5,Samsung Galaxy S7,Rio Grande do Norte,Brazil,viewed product,Second,Computer,Paid
d24ae822,Motorola Moto G4 Plus,Rio de Janeiro,Brazil,brand listing,Fourth,Computer,Organic
6068295f,iPhone 5s,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
ff2813c2,Samsung Galaxy S7,Santa Catarina,Brazil,viewed product,Third,Computer,Organic
f092bc53,Motorola Moto G4 Play,Sao Paulo,Brazil,viewed product,First,Smartphone,Organic
6c51f732,iPhone 4S,Unknown,Unknown,visited site,Third,Smartphone,Paid
a3aec4f9,iPhone 4G,Minas Gerais,Brazil,brand listing,Third,Smartphone,Direct
e3af5ac6,0,0,0,checkout,Third,,
2cdf0226,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
3b05b158,Samsung Galaxy A7,Rio de Janeiro,Brazil,visited site,Fourth,Computer,Organic
d0da68d0,Samsung Galaxy J5,Minas Gerais,Brazil,brand listing,Third,Computer,Direct
483c4300,Samsung Galaxy Gran Prime Duos TV,Unknown,Brazil,viewed product,Third,Computer,Paid
19a58f4e,iPhone 5s,Unknown,Brazil,ad campaign hit,Third,Smartphone,Paid
c22a296a,iPhone 6S,Sao Paulo,Brazil,viewed product,Third,Computer,Organic
1d1b2659,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
d6df98c7,0,0,0,ad campaign hit,Third,Smartphone,Paid
e9cb4da5,Motorola Moto G4 Plus,Unknown,Brazil,viewed product,Third,Computer,Direct
d6b845ff,iPhone 7 Plus,Parana,Brazil,viewed product,Third,Smartphone,Organic
30e06110,iPhone 5,Bahia,Brazil,viewed product,Third,Smartphone,Paid
69ecee63,0,0,0,visited site,Third,Smartphone,Direct
704f30c1,iPhone 6,Rio de Janeiro,Brazil,viewed product,Third,Smartphone,Social
8dc9b3b4,iPhone 6S,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
1a275de2,Motorola Moto G4 Plus,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
c5c2b8cf,0,0,0,visited site,Third,Computer,Referral
bbe02da0,iPhone 5s,Sao Paulo,Brazil,viewed product,Second,Smartphone,Paid
c845a370,iPhone 6S,Unknown,Brazil,viewed product,Second,Computer,Paid
9eeb2742,Samsung Galaxy J7 2016 Metal,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
999a6762,Samsung Galaxy J5,Mato Grosso do Sul,Brazil,viewed product,Second,Computer,Paid
58ca3fab,Samsung Galaxy S7 Edge,Espirito Santo,Brazil,viewed product,Third,Smartphone,Paid
34bfc9b9,iPhone 6,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
c9067886,Motorola Moto G4 Plus,Unknown,Brazil,viewed product,Third,Computer,Direct
9ef5a0a3,iPhone 6,Goias,Brazil,viewed product,Second,Computer,Direct
22f04b0a,Samsung Galaxy S6 Flat,Ceara,Brazil,viewed product,Second,Smartphone,Paid
55d65829,Motorola Moto G4 Plus,Sao Paulo,Brazil,searched products,Third,Smartphone,Paid
2224a789,Samsung Galaxy S5,Pernambuco,Brazil,ad campaign hit,Second,Computer,Paid
9bcb16b5,iPhone 6,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
e8800afc,Samsung Galaxy S5 Duos,Sao Paulo,Brazil,viewed product,Second,Computer,Referral
e9a1795b,Samsung Galaxy J2 4G Duos ,Piaui,Brazil,viewed product,Second,Smartphone,Direct
2332fb7b,Samsung Galaxy S6 Edge,Unknown,Brazil,viewed product,Third,Computer,Paid
b2d7bb65,Motorola Moto G4 Plus,Unknown,Brazil,viewed product,Second,Computer,Referral
a299fd22,iPhone 5,Sao Paulo,Brazil,viewed product,First,Smartphone,Paid
7654fb98,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
75d605e8,iPhone 5s,Sao Paulo,Brazil,viewed product,Second,Smartphone,Paid
295a1e82,Samsung Galaxy J5,Amazonas,Brazil,ad campaign hit,Second,Computer,Paid
7c8c4ce9,iPhone SE,Rio de Janeiro,Brazil,viewed product,Third,Smartphone,Direct
4a5accb5,Samsung Galaxy J7,Sao Paulo,Brazil,viewed product,Second,Smartphone,Paid
76f95521,Samsung Galaxy S6 Flat,Federal District,Brazil,viewed product,Second,Smartphone,Paid
ee68276f,iPhone 6S,Unknown,Brazil,viewed product,Third,Computer,Organic
3e615e76,iPhone 5s,Sao Paulo,Brazil,visited site,Second,Smartphone,Direct
1ee50764,Samsung Galaxy S8,Mato Grosso,Brazil,viewed product,Third,Computer,Paid
ca53ec67,Samsung Galaxy Grand Duos i9082,Rio de Janeiro,Brazil,ad campaign hit,Third,Smartphone,Paid
10f33b25,Motorola Moto E2 3G Dual,Federal District,Brazil,visited site,First,Computer,Organic
50540958,iPhone 5s,Minas Gerais,Brazil,viewed product,First,Computer,Direct
c86e207f,Motorola Moto G2 3G Dual,Minas Gerais,Brazil,viewed product,Second,Smartphone,Paid
8cff4755,LG K10,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
4cc4c09c,Samsung Galaxy S6 Flat,Santa Catarina,Brazil,brand listing,Fourth,Computer,Organic
87612d53,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
f50959fa,iPhone 5s,Unknown,Brazil,viewed product,Second,Computer,Direct
a732f425,iPhone 7,Sao Paulo,Brazil,viewed product,Third,Smartphone,Referral
37658e3a,Motorola Moto E2 4G Dual,Goias,Brazil,viewed product,Second,Computer,Paid
bc3ef0d9,Samsung Galaxy J7,Ceara,Brazil,viewed product,Second,Computer,Organic
df8bf15c,iPhone 6,Rondonia,Brazil,viewed product,Fifth,Computer,Organic
8a79d6d1,iPhone 5s,Rio de Janeiro,Brazil,viewed product,Second,Computer,Paid
fe11956a,iPhone 5s,Bahia,Brazil,visited site,Second,Smartphone,Paid
5f63967f,Samsung Galaxy J3,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
5f06f389,Samsung Galaxy S8 Plus,Unknown,Brazil,viewed product,Second,Computer,Organic
87483c8f,iPhone 7,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
b41d10a8,Motorola Moto G4 Plus,Ceara,Brazil,viewed product,Fifth,Smartphone,Direct
fae44b7b,Samsung Galaxy J5 2016 Metal,Unknown,Brazil,viewed product,Second,Smartphone,Direct
1bc9a8d0,iPhone 5c,Bahia,Brazil,viewed product,Third,Smartphone,Referral
d247d681,iPhone 7 Plus,Bahia,Brazil,viewed product,Third,Smartphone,Paid
245f2fc2,iPhone 5s,Minas Gerais,Brazil,viewed product,Third,Unknown,Paid
8f9b94d4,iPhone 5,Minas Gerais,Brazil,viewed product,Second,Computer,Direct
79cde1ef,iPhone 6S,Santa Catarina,Brazil,ad campaign hit,Third,Smartphone,Paid
254bdfab,0,0,0,checkout,Third,Computer,Referral
dd72fe49,Samsung Galaxy J2 Prime TV,Pernambuco,Brazil,viewed product,Second,Computer,Paid
cc4fe124,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Second,Smartphone,Referral
1cdb4c2e,Samsung Galaxy J1 Mini,Unknown,Unknown,viewed product,Fifth,Computer,Paid
a0aa62e3,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,searched products,Third,Smartphone,Paid
eb572671,Samsung Galaxy Gran Prime Duos TV,Para,Brazil,visited site,Third,Computer,Paid
c2d6ce95,iPhone 5s,Rio de Janeiro,Brazil,ad campaign hit,First,Computer,Paid
24a7bed2,LG G3 D855,Minas Gerais,Brazil,brand listing,Second,Computer,Paid
bdd30db7,Samsung Galaxy A5 2016,Unknown,Brazil,viewed product,Third,Computer,Paid
20479941,Samsung Galaxy S7 Edge,Minas Gerais,Brazil,viewed product,Third,Computer,Direct
e88fb0a7,Sony Xperia Z3 Dual,Espirito Santo,Brazil,viewed product,Fifth,Computer,Paid
39861205,iPhone 5s,Parana,Brazil,viewed product,Third,Computer,Paid
be4178c9,iPhone 5s,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Organic
21525b43,iPhone 6,Rio de Janeiro,Brazil,viewed product,Third,Smartphone,Paid
eb3f6ca6,Samsung Galaxy S8,Ceara,Brazil,viewed product,Third,Computer,Paid
92fb2bb5,iPhone 5s,Rio Grande do Sul,Brazil,viewed product,Third,Computer,Paid
4f87828a,Motorola Moto G2 3G Dual,Bahia,Brazil,viewed product,Third,Smartphone,Paid
e1b5e749,iPhone 5s,Sao Paulo,Brazil,viewed product,Third,Smartphone,Referral
d618413e,Samsung Galaxy J5,Ceara,Brazil,viewed product,Third,Computer,Paid
bf6f1c2f,Samsung Galaxy A5,Parana,Brazil,viewed product,Third,Smartphone,Referral
350c87a4,Samsung Galaxy J7,Rio de Janeiro,Brazil,viewed product,Third,Computer,Paid
9684798e,iPhone 6,Bahia,Brazil,viewed product,Third,Computer,Paid
72e303da,iPhone 7,Maranhao,Brazil,viewed product,Third,Computer,Organic
390ef4e6,iPhone SE,Rio Grande do Sul,Brazil,visited site,Third,Smartphone,Paid
149d7830,Samsung Galaxy S8,Unknown,Brazil,viewed product,Third,Computer,Paid
57f88bf3,Motorola Moto G5 Plus,Maranhao,Brazil,viewed product,Third,Smartphone,Organic
3cc162f9,Motorola Moto G4 Plus,Unknown,Unknown,viewed product,Third,Tablet,Paid
da719dc1,Samsung Galaxy A7 2017,Rio Grande do Sul,Brazil,viewed product,Third,Smartphone,Organic
503fdc25,Samsung Galaxy J7 Prime,Ceara,Brazil,viewed product,Third,Smartphone,Paid
fc4d50e9,0,0,0,checkout,Third,Smartphone,Direct
f8169375,iPhone 6,Rio Grande do Sul,Brazil,viewed product,Third,Computer,Organic
44d4f6b6,Samsung Galaxy S6 Edge,Unknown,Brazil,search engine hit,Third,Tablet,Paid
43bac2e5,iPhone 8,Rio de Janeiro,Brazil,viewed product,Third,Smartphone,Paid
2d73196a,iPhone 6,Unknown,Unknown,viewed product,Third,Smartphone,Direct
26b3209a,iPhone 6S,Sao Paulo,Brazil,viewed product,Third,Smartphone,Direct
8b6f83bb,Samsung Galaxy J5,Sao Paulo,Brazil,ad campaign hit,Third,Smartphone,Paid
bc00f796,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Third,Smartphone,Organic
8c4cb1a0,iPhone 6S,Minas Gerais,Brazil,viewed product,Third,Computer,Paid
fe495c15,iPhone 5s,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
ff64b308,Motorola Moto G4 DTV,Unknown,Brazil,viewed product,Third,Computer,Paid
94fb4b66,Motorola Moto G2 3G Dual,Unknown,Brazil,checkout,Third,Smartphone,Paid
e2086c5f,Samsung Galaxy S7 Edge,Bahia,Brazil,viewed product,Third,Smartphone,Paid
788bb255,Samsung Galaxy J5 2016 Metal,Piaui,Brazil,viewed product,Third,Computer,Direct
f3288e58,Samsung Galaxy J7 Prime,Sergipe,Brazil,viewed product,Third,Smartphone,Organic
1267a6b0,iPhone 5s,Maranhao,Brazil,brand listing,Third,Computer,Paid
4228c727,iPhone 6,Rio Grande do Sul,Brazil,viewed product,Third,Computer,Organic
4d82906c,iPhone 7,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
b6ba3a1d,iPhone 7 Plus,Federal District,Brazil,viewed product,Third,Computer,Paid
8efdfc17,iPhone 6,Unknown,Brazil,visited site,Third,Smartphone,Organic
9eceeaf4,iPhone 7,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
211def2f,Samsung Galaxy J5,Bahia,Brazil,search engine hit,Third,Smartphone,Paid
833991ae,Samsung Galaxy J7,Minas Gerais,Brazil,viewed product,Third,Computer,Paid
24501cb3,Samsung Galaxy S7,Rio Grande do Sul,Brazil,viewed product,Third,Smartphone,Paid
8717a4d6,iPhone 6S Plus,Espirito Santo,Brazil,viewed product,Third,Computer,Organic
b9c62f79,Lenovo Vibe K5,Amazonas,Brazil,viewed product,Third,Computer,Paid
d25a56b9,iPhone SE,Parana,Brazil,viewed product,Third,Computer,Paid
f9777b8f,Samsung Galaxy J5,Rio Grande do Norte,Brazil,searched products,Third,Computer,Paid
94be55c1,iPhone 6,Unknown,Brazil,brand listing,Third,Computer,Paid
e806d772,iPhone 6,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
624834cd,Samsung Galaxy Core Plus Duos TV,Alagoas,Brazil,generic listing,Third,Smartphone,Paid
81d1a112,iPhone 7 Plus,Sao Paulo,Brazil,generic listing,Third,Computer,Paid
13306012,Samsung Galaxy J7,Bahia,Brazil,viewed product,Third,Computer,Direct
614bb924,iPhone 6S,Ceara,Brazil,viewed product,Third,Computer,Organic
438dbee1,Motorola Moto G5 Plus,Sao Paulo,Brazil,searched products,Third,Smartphone,Referral
5a97755f,iPhone 6,Rio de Janeiro,Brazil,viewed product,Third,Smartphone,Paid
eca56b01,Samsung Galaxy Note 5,Ceara,Brazil,viewed product,Fourth,Computer,Paid
d12b8fbc,Motorola Moto G2 3G Dual,Espirito Santo,Brazil,visited site,Third,Smartphone,Paid
636f2513,0,0,0,visited site,Third,Smartphone,Paid
63ba97ee,Samsung Galaxy J1 Mini,Rio de Janeiro,Brazil,viewed product,Third,Smartphone,Paid
4cec7bf8,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
fd04c73b,iPhone 5s,Rio de Janeiro,Brazil,viewed product,Third,Computer,Paid
93554cd1,Samsung Galaxy J5,Ceara,Brazil,visited site,Third,Smartphone,Paid
90659813,Motorola Moto G2 3G Dual,Minas Gerais,Brazil,ad campaign hit,Third,Computer,Paid
010dce63,Samsung Galaxy J5,Bahia,Brazil,ad campaign hit,Third,Smartphone,Paid
45600777,iPhone 7 Plus,Rio de Janeiro,Brazil,viewed product,Third,Computer,Paid
ebff3ebf,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
3cdb5128,iPhone 7,Sao Paulo,Brazil,viewed product,Third,Smartphone,Direct
8727ee03,iPhone 6S,Sao Paulo,Brazil,viewed product,Third,Smartphone,Organic
d2aa8e8f,0,0,0,viewed product,Third,,
57823fff,Samsung Galaxy S6 Flat,Unknown,Brazil,visited site,Third,Smartphone,Paid
ef220554,LG K10,Minas Gerais,Brazil,viewed product,Third,Computer,Paid
b5e1dcf2,Motorola Moto G2 3G Dual,Minas Gerais,Brazil,searched products,Third,Smartphone,Direct
50905873,Motorola Moto G2 3G Dual,Sao Paulo,Brazil,visited site,Third,Computer,Organic
37f50b7f,iPhone 7,Rio de Janeiro,Brazil,ad campaign hit,Third,Smartphone,Paid
8219bd4d,Samsung Galaxy A5 2016,Espirito Santo,Brazil,viewed product,Third,Smartphone,Organic
8ac7d44e,Samsung Galaxy S3 i9300,Unknown,Brazil,brand listing,Third,Smartphone,Paid
924aba5e,Samsung Galaxy J5,Unknown,Unknown,viewed product,Third,Smartphone,Paid
3c26f5e1,iPhone 6 Plus,Sao Paulo,Brazil,viewed product,Fifth,Computer,Organic
bf1916a6,iPhone 7,Maranhao,Brazil,visited site,Third,Computer,Paid
fbca270c,Motorola Moto G2 3G Dual,Unknown,Brazil,brand listing,Third,Smartphone,Organic
780d8d2b,Motorola Moto X Play 4G Dual,Parana,Brazil,viewed product,Third,Smartphone,Direct
d67f6a3d,iPhone 6,England,United Kingdom,viewed product,Third,Computer,Organic
3ca19d51,0,0,0,ad campaign hit,Third,Smartphone,Social
37d58eb9,iPhone 6S,Ceara,Brazil,visited site,Third,Smartphone,Paid
5941045d,Samsung Galaxy J5,Unknown,Unknown,visited site,Third,Smartphone,Referral
de30772d,LG Prime Plus H522,Unknown,Unknown,viewed product,Third,Computer,Paid
91979723,Samsung Galaxy J5,Santa Catarina,Brazil,viewed product,Second,Smartphone,Paid
d25eae82,iPhone 5s,Bahia,Brazil,viewed product,Third,Computer,Organic
49a6b3e8,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Third,Computer,Organic
8457cb4c,iPhone 6,Unknown,Brazil,viewed product,Third,Smartphone,Direct
f41e6708,Samsung Galaxy S7 Edge,Para,Brazil,viewed product,Third,Smartphone,Paid
76aeff83,Samsung Galaxy S7,Ceara,Brazil,ad campaign hit,Third,Smartphone,Paid
98c62221,Samsung Galaxy J5 Prime,Maranhao,Brazil,viewed product,Third,Computer,Paid
3ad94e6b,Samsung Galaxy S8 Plus,Sao Paulo,Brazil,viewed product,Third,Computer,Organic
0211b4be,Samsung Galaxy S5 Mini Duos,Goias,Brazil,visited site,Third,Smartphone,Paid
2614ab11,Sony Xperia Z3 Dual,Sao Paulo,Brazil,viewed product,Third,Computer,Organic
d0265181,iPhone 6,Pernambuco,Brazil,searched products,Second,Smartphone,Organic
c2c6c485,iPhone 6,Unknown,Unknown,checkout,Third,Smartphone,Paid
79ea3b5a,0,0,0,ad campaign hit,Third,Computer,Direct
143e5ad8,Motorola Moto Z2 Play,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
1d636bd8,iPhone 6S,Unknown,Brazil,visited site,Third,Smartphone,Direct
2386d09c,Samsung Galaxy S3 i9300,Bahia,Brazil,viewed product,Third,Computer,Paid
c57842a5,iPhone 5s,Rio de Janeiro,Brazil,ad campaign hit,Third,Smartphone,Paid
bfb21940,iPhone 5,Federal District,Brazil,viewed product,Fifth,Computer,Paid
0af44b4e,iPhone 5c,Rio Grande do Norte,Brazil,viewed product,Third,Computer,Direct
4eb0b516,iPhone 5c,Unknown,Brazil,visited site,Third,Smartphone,Paid
a9a22865,Samsung Galaxy J5,Sao Paulo,Brazil,ad campaign hit,Third,Smartphone,Paid
4dba5578,Samsung Galaxy J7 Prime,Federal District,Brazil,viewed product,Third,Smartphone,Paid
b529f321,iPhone 6,Sao Paulo,Brazil,viewed product,Third,Smartphone,Referral
3dd5965c,Samsung Galaxy J7 Prime,Minas Gerais,Brazil,visited site,Third,Smartphone,Paid
f8413824,iPhone 6 Plus,Buenos Aires,Argentina,viewed product,Third,Computer,Direct
8b080597,iPhone 5c,Amapa,Brazil,ad campaign hit,Second,Smartphone,Paid
8ed933b2,iPhone 7,Santa Catarina,Brazil,viewed product,Third,Computer,Paid
0b6ef3d1,iPhone 6S Plus,Parana,Brazil,viewed product,Third,Smartphone,Referral
c19671ea,iPhone 7,Sao Paulo,Brazil,viewed product,First,Computer,Paid
fd50a580,Samsung Galaxy Gran 2 Duos TV,Espirito Santo,Brazil,ad campaign hit,Third,Computer,Paid
3d170af9,0,0,0,visited site,Third,Smartphone,Referral
c77c7d94,0,0,0,checkout,Third,,
cbf799ee,iPhone 6S,Parana,Brazil,checkout,Third,Smartphone,Paid
864b99bc,iPhone 5s,Unknown,Brazil,ad campaign hit,Third,Smartphone,Paid
cc322294,Samsung Galaxy J5,Pernambuco,Brazil,ad campaign hit,Third,Smartphone,Paid
cd5823c5,Motorola Moto G4 Plus,Parana,Brazil,viewed product,Third,Computer,Paid
1ca44855,Samsung Galaxy J7,Paraíba,Brazil,viewed product,Third,Computer,Paid
6981c276,Samsung Galaxy J7 Prime,Rio de Janeiro,Brazil,searched products,Third,Smartphone,Referral
f3795757,iPhone 6,Sao Paulo,Brazil,brand listing,Third,Computer,Paid
3e335f16,Samsung Galaxy Note 8,Rio de Janeiro,Brazil,visited site,Third,Smartphone,Paid
3759f0e4,iPhone 6,Federal District,Brazil,visited site,Third,Smartphone,Paid
1a3c6d9d,Samsung Galaxy J5,Unknown,Brazil,ad campaign hit,Third,Smartphone,Paid
